virus tax id	virus name	virus lineage	refseq id	KEGG GENOME	KEGG DISEASE	DISEASE	host tax id	host name	host lineage	pmid	evidence
10713	Enterobacteria phage phi80	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Lambdavirus; unclassified Lambda-like viruses	NC_021190				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq, UniProt
948870	Enterobacteria phage phi92	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_023693				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
451705	Enterobacteria phage phiEcoM-GJ1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_010106				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
1273706	Enterobacteria phage phiJLA23	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tunavirinae; Rogue1virus; Escherichia virus KP26	KC333879				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
103807	Enterobacteria phage phiP27	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_003356				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
374840	Enterobacteria phage phiX174 sensu lato	Viruses; ssDNA viruses; Microviridae; Bullavirinae; Phix174microvirus; unclassified Phix174microvirus	NC_001422				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
318594	Enterobacteria phage PR3	Viruses; dsDNA viruses, no RNA stage; Tectiviridae; Tectivirus; Salmonella virus PRD1	AY848685				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
318595	Enterobacteria phage PR4	Viruses; dsDNA viruses, no RNA stage; Tectiviridae; Tectivirus; Salmonella virus PRD1	AY848686				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
318596	Enterobacteria phage PR5	Viruses; dsDNA viruses, no RNA stage; Tectiviridae; Tectivirus; Salmonella virus PRD1	AY848687				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
261665	Enterobacteria phage PR772	Viruses; dsDNA viruses, no RNA stage; Tectiviridae; Tectivirus; Salmonella virus PRD1	AY441783, AY848688				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
69608	Enterobacteria phage RB10	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3	KM606999				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		UniProt
69608	Enterobacteria phage RB10	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3	KM606999				37762	Escherichia coli B	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
69609	Enterobacteria phage RB27	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus	NC_025448				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		UniProt
69609	Enterobacteria phage RB27	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus	NC_025448				37762	Escherichia coli B	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
134822	Enterobacteria phage RB33	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; unassigned Tevenvirinae; Escherichia virus RB32	KM607001				37762	Escherichia coli B	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
50948	Enterobacteria phage RB49	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb49virus; Escherichia virus RB49	NC_005066				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
1112578	Enterobacteria phage RB5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3	KM606995				37762	Escherichia coli B	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
10693	Enterobacteria phage RB51	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus	NC_012635				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		UniProt
697289	Enterobacteria phage RB55	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus T4	KM607002				37762	Escherichia coli B	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
697290	Enterobacteria phage RB59	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus T4	KM607003				37762	Escherichia coli B	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
69610	Enterobacteria phage RB6	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3	KM606996				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		UniProt
69610	Enterobacteria phage RB6	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3	KM606996				37762	Escherichia coli B	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
36339	Enterobacteria phage RB68	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; unclassified T4virus; Enterobacteria phage RB51	NC_027979				37762	Escherichia coli B	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	25555735	Literature, RefSeq
12353	Enterobacteria phage RB69	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Rb69virus; Escherichia virus RB69	NC_004928				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq, UniProt
697291	Enterobacteria phage RB7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3	KM606997				37762	Escherichia coli B	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
69612	Enterobacteria phage RB9	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3	KM606998				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		UniProt
69612	Enterobacteria phage RB9	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus RB3	KM606998				37762	Escherichia coli B	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
10844	Enterobacteria phage S13	Viruses; ssDNA viruses; Microviridae; Bullavirinae; Phix174microvirus; unclassified Phix174microvirus; Enterobacteria phage phiX174 sensu lato	M14428				590	Salmonella	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae		UniProt
1524881	Enterobacteria phage Sf101	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae	NC_027398				623	Shigella flexneri	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella		RefSeq
1225789	Enterobacteria phage SfI	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_027339				623	Shigella flexneri	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella		RefSeq
55884	Enterobacteria phage SfV	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_003444				623	Shigella flexneri	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella		RefSeq, UniProt
12027	Enterobacteria phage SP	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae; Allolevivirus; Escherichia virus FI	X07489				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		UniProt
10845	Enterobacteria phage St-1	Viruses; ssDNA viruses; Microviridae; Bullavirinae; Alpha3microvirus; Escherichia virus St1	NC_012868				83333	Escherichia coli K-12	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	22429718	Literature, UniProt
221029	Enterobacteria phage ST104	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; P22virus; unclassified P22likevirus	NC_005841				85569	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq
10759	Enterobacteria phage T3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7-like viruses	NC_003298				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq, UniProt
857277	Enterobacteria phage T4T	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus; Escherichia virus T4	HM137666				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
10760	Enterobacteria phage T7	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; Escherichia virus T7	NC_001604				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq, UniProt
1075774	Enterobacteria phage T7M	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7-like viruses; Enterobacteria phage T3	JX421753				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
876449	Enterobacteria phage UAB_Phi20	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; P22virus; unclassified P22likevirus	NC_031019				59201	Salmonella enterica subsp. enterica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq
979726	Enterobacteria phage UAB_Phi78	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Sp6virus; unclassified Sp6likevirus	NC_020414				90371	Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq
1567026	Enterobacteria phage vB_EcoM_VR5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Js98virus; Escherichia virus VR5	NC_028881				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
1141139	Enterobacteria phage vB_EcoP_ACG-C91	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Sp6virus; unclassified Sp6likevirus	NC_019403				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
1852563	Enterobacteria phage vB_EcoS_NBD2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_031050				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
1147155	Enterobacteria phage vB_EcoS_Rogue1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Tunavirinae; Rogue1virus; Escherichia virus Rogue1	NC_019718				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
1147094	Enterobacteria phage vB_KleM-RaK2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_019526				576	Klebsiella sp.	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella		RefSeq
97081	Enterobacteria phage VT2-Sakai	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae; Enterobacteria phage 933W sensu lato	NC_000902				83334	Escherichia coli O157:H7	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq, UniProt
936054	Enterobacteria phage VT2phi_272	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae; Escherichia phage phi191 sensu lato	NC_028656				83334	Escherichia coli O157:H7	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
338125	Enterobacteria phage WA10	Viruses; ssDNA viruses; Microviridae; Bullavirinae; Phix174microvirus; unclassified Phix174microvirus; Enterobacteria phage phiX174 sensu lato	DQ079894				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
338126	Enterobacteria phage WA11	Viruses; ssDNA viruses; Microviridae; Bullavirinae; Phix174microvirus; unclassified Phix174microvirus; Enterobacteria phage phiX174 sensu lato	DQ079895				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
384643	Enterobacteria phage WA13	Viruses; ssDNA viruses; Microviridae; Bullavirinae; Alpha3microvirus; unclassified Alpha3microvirus; Enterobacteria phage WA13 sensu lato	DQ079873				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
489828	Enterobacteria phage WA13 sensu lato	Viruses; ssDNA viruses; Microviridae; Bullavirinae; Alpha3microvirus; unclassified Alpha3microvirus	NC_007821				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
338140	Enterobacteria phage WA14	Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus; Escherichia virus G4; Enterobacteria phage ID18 sensu lato	DQ079909				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
338127	Enterobacteria phage WA2	Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus; Escherichia virus G4; Enterobacteria phage G4 clade; Enterobacteria phage G4 sensu lato	DQ079896				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
338128	Enterobacteria phage WA3	Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus; Escherichia virus G4; Enterobacteria phage G4 clade; Enterobacteria phage G4 sensu lato	DQ079897				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
338124	Enterobacteria phage WA4	Viruses; ssDNA viruses; Microviridae; Bullavirinae; Phix174microvirus; unclassified Phix174microvirus; Enterobacteria phage phiX174 sensu lato	DQ079893				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
338130	Enterobacteria phage WA5	Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus; Escherichia virus G4; Enterobacteria phage G4 clade; Enterobacteria phage G4 sensu lato	DQ079899				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
338135	Enterobacteria phage WA6	Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus; Escherichia virus G4; Enterobacteria phage G4 clade; Enterobacteria phage G4 sensu lato	DQ079904				91347	Enterobacterales	Bacteria; Proteobacteria; Gammaproteobacteria		
564886	Enterobacteria phage YYZ-2008	Viruses; unclassified bacterial viruses	NC_011356				83334	Escherichia coli O157:H7	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
1147156	Enterobacterial phage mEp213	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Lambdavirus; unclassified Lambda-like viruses	NC_019720				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
1147157	Enterobacterial phage mEp234	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Lambdavirus; unclassified Lambda-like viruses	NC_019715				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
1147158	Enterobacterial phage mEp390	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Lambdavirus; unclassified Lambda-like viruses	NC_019721				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
1197935	Enterobacteriaphage UAB_Phi87	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Ounavirinae; Felixo1virus; Salmonella virus UAB87	NC_027360				59201	Salmonella enterica subsp. enterica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; Salmonella enterica		RefSeq
12022	Enterobacterio phage MS2	Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Leviviridae; Levivirus; Escherichia virus MS2	JQ966307, V00642				562	Escherichia coli	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia		RefSeq
1173135	Enterococcus phage BC611	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sap6virus; Enterococcus virus BC611	NC_018086				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1647400	Enterococcus phage Ec-ZZ2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_031260				1352	Enterococcus faecium	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1498168	Enterococcus phage ECP3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_027335				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
977801	Enterococcus phage EF62phi	Viruses; unclassified bacterial viruses	NC_017732				936153	Enterococcus faecalis 62	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1204540	Enterococcus phage EfaCPT1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_025465				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
627087	Enterococcus phage EFAP-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_012419				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1486428	Enterococcus phage EFC-1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_025453				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1597976	Enterococcus phage EFDG1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_029009				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1640885	Enterococcus phage EFLK1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae	NC_029026				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
767806	Enterococcus phage EFRM31	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_015270				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1432658	Enterococcus phage IME-EF4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_023551				35783	Enterococcus sp.	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1445858	Enterococcus phage IME-EFm1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_024356				1352	Enterococcus faecium	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1718158	Enterococcus phage IME-EFm5	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_028826				1352	Enterococcus faecium	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1351735	Enterococcus phage IMEEF1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sap6virus; Enterococcus virus IMEEF1	KF192053				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1416012	Enterococcus phage IME_EF3	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_023595				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
663241	Enterococcus phage phiEf11	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_013696				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
442493	Enterococcus phage phiEF24C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; unassigned Spounavirinae; Enterococcus virus phiEC24C	NC_009904				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq, UniProt
947379	Enterococcus phage phiEF24C-P2	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Spounavirinae; unassigned Spounavirinae; Enterococcus virus phiEC24C; Enterococcus phage phiEF24C	AB609718				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
673832	Enterococcus phage phiFL1A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phifelvirus; Enterococcus virus FL1	NC_013646				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
673833	Enterococcus phage phiFL1B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phifelvirus; Enterococcus virus FL1; Enterococcus phage phiFL1A	GQ478082				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
673834	Enterococcus phage phiFL1C	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phifelvirus; Enterococcus virus FL1; Enterococcus phage phiFL1A	GQ478083				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
673835	Enterococcus phage phiFL2A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phifelvirus; Enterococcus virus FL2	NC_013643				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
673836	Enterococcus phage phiFL2B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phifelvirus; Enterococcus virus FL2; Enterococcus phage phiFL2A	GQ478085				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
673837	Enterococcus phage phiFL3A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phifelvirus; Enterococcus virus FL3	NC_013648				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
673838	Enterococcus phage phiFL3B	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phifelvirus; Enterococcus virus FL3; Enterococcus phage phiFL3A	GQ478087				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
673839	Enterococcus phage phiFL4A	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_013644				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1871692	Enterococcus phage SANTOR1	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_031051				1169286	Enterococcus faecalis ATCC 19433	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1073766	Enterococcus phage SAP6	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sap6virus; Enterococcus virus SAP6	JF731128				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1161939	Enterococcus phage vB_Efae230P-4	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae	NC_025467				1352	Enterococcus faecium	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1747288	Enterococcus phage vB_EfaP_IME195	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae	NC_028693				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1747289	Enterococcus phage vB_EfaS_IME196	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_028990				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1747326	Enterococcus phage vB_EfaS_IME197	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_028671				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
1747287	Enterococcus phage vB_EfaS_IME198	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae	NC_029016				1351	Enterococcus faecalis	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus		RefSeq
